epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,395.28,0.84248,0.54654,1.24892,0.30241,0.26719,0.28035,0.22137,1.49764,3.59598,1.58546,0.000759648,0.000759648,0.000759648
84,399.116,0.74616,0.47899,1.19187,0.3014,0.27869,0.28765,0.23115,1.46142,3.44912,1.5748,0.000754293,0.000754293,0.000754293
85,403.775,0.76345,0.46164,1.21261,0.31027,0.27322,0.2895,0.23383,1.46154,3.33106,1.58129,0.0007489,0.0007489,0.0007489
86,413.274,0.79552,0.52531,1.17143,0.31766,0.27869,0.29205,0.23315,1.46721,3.16815,1.57376,0.000743468,0.000743468,0.000743468
87,422.458,0.77306,0.4817,1.17205,0.32004,0.27869,0.2921,0.23719,1.39195,3.19587,1.49788,0.000737998,0.000737998,0.000737998
88,427.129,0.7746,0.49578,1.17389,0.29562,0.27869,0.29582,0.24422,1.36586,3.14184,1.43542,0.000732492,0.000732492,0.000732492
89,433.548,0.74366,0.46358,1.17075,0.27668,0.28415,0.29081,0.23727,1.35782,3.07445,1.4287,0.00072695,0.00072695,0.00072695
90,437.161,0.81302,0.50009,1.20491,0.28087,0.28415,0.29468,0.226,1.41833,3.00897,1.5202,0.000721372,0.000721372,0.000721372
91,440.559,0.77582,0.48855,1.17293,0.29874,0.28318,0.30289,0.23539,1.4474,2.97782,1.53275,0.000715761,0.000715761,0.000715761
92,447.729,0.78275,0.51414,1.19003,0.30609,0.27869,0.30105,0.24073,1.39054,2.85907,1.49698,0.000710116,0.000710116,0.000710116
93,451.402,0.77849,0.47124,1.16985,0.29986,0.27869,0.29918,0.24273,1.37232,2.89264,1.47977,0.000704439,0.000704439,0.000704439
94,455.04,0.75854,0.47991,1.16622,0.28354,0.28003,0.29609,0.23367,1.4552,3.03954,1.53424,0.00069873,0.00069873,0.00069873
95,459.241,0.78536,0.47585,1.16907,0.28415,0.27869,0.2937,0.22766,1.50642,3.03563,1.58685,0.000692991,0.000692991,0.000692991
96,464.679,0.74122,0.46818,1.13308,0.30129,0.27869,0.29213,0.22829,1.42786,2.98195,1.54225,0.000687222,0.000687222,0.000687222
97,468.229,0.72786,0.46563,1.17339,0.31019,0.27869,0.29178,0.23085,1.39672,3.02572,1.53072,0.000681424,0.000681424,0.000681424
98,471.869,0.77397,0.49198,1.25216,0.32827,0.27322,0.29074,0.22892,1.49503,3.23342,1.58499,0.000675598,0.000675598,0.000675598
99,476.15,0.84967,0.51854,1.24726,0.32986,0.27322,0.28974,0.2228,1.63422,3.33057,1.68804,0.000669746,0.000669746,0.000669746
100,480.724,0.71757,0.43667,1.1461,0.32805,0.27322,0.2869,0.21421,1.78287,3.55245,1.80216,0.000663867,0.000663867,0.000663867
101,484.264,0.79231,0.5069,1.18558,0.31996,0.27322,0.28811,0.21698,1.69237,3.49299,1.71739,0.000657963,0.000657963,0.000657963
102,487.836,0.78343,0.50052,1.18508,0.30806,0.27869,0.29305,0.23455,1.45936,3.28501,1.5772,0.000652036,0.000652036,0.000652036
103,492.619,0.779,0.44409,1.1787,0.29942,0.27869,0.29504,0.23445,1.44924,3.18021,1.5723,0.000646085,0.000646085,0.000646085
104,496.514,0.73324,0.42087,1.15119,0.30853,0.27869,0.29692,0.22639,1.50886,3.15549,1.60987,0.000640111,0.000640111,0.000640111
105,501.525,0.79695,0.4554,1.18106,0.31251,0.27322,0.29753,0.22208,1.51507,3.10089,1.60182,0.000634117,0.000634117,0.000634117
106,505.816,0.7777,0.46518,1.13689,0.32133,0.27322,0.29682,0.22443,1.48795,3.06548,1.54451,0.000628101,0.000628101,0.000628101
107,510.424,0.75599,0.45971,1.15098,0.31767,0.27322,0.29756,0.2335,1.43967,3.04963,1.50715,0.000622067,0.000622067,0.000622067
108,513.909,0.7953,0.45393,1.15532,0.31269,0.27322,0.29392,0.23587,1.42659,3.06309,1.4817,0.000616014,0.000616014,0.000616014
109,517.457,0.78975,0.48303,1.17394,0.31549,0.27322,0.29375,0.23074,1.45006,3.08273,1.49198,0.000609944,0.000609944,0.000609944
110,522.419,0.78703,0.45805,1.18576,0.30773,0.27322,0.29033,0.22061,1.54745,3.28697,1.58658,0.000603856,0.000603856,0.000603856
111,526.669,0.7423,0.46196,1.17431,0.30562,0.27322,0.29052,0.22061,1.57727,3.32313,1.60645,0.000597754,0.000597754,0.000597754
112,530.282,0.75754,0.46289,1.14763,0.31293,0.27322,0.2903,0.22335,1.5989,3.36099,1.62819,0.000591636,0.000591636,0.000591636
113,533.82,0.80487,0.50131,1.20866,0.30875,0.27322,0.28971,0.22564,1.55789,3.25676,1.58801,0.000585505,0.000585505,0.000585505
114,538.757,0.75022,0.44002,1.20029,0.31498,0.27322,0.29155,0.23141,1.58126,3.17844,1.57532,0.000579362,0.000579362,0.000579362
115,542.682,0.71252,0.44024,1.16341,0.32229,0.27322,0.29151,0.23438,1.61259,3.15836,1.58989,0.000573206,0.000573206,0.000573206
116,546.284,0.78197,0.48801,1.14654,0.32856,0.27322,0.28668,0.22584,1.70014,3.15945,1.63351,0.00056704,0.00056704,0.00056704
117,549.892,0.80036,0.47328,1.22144,0.33003,0.27322,0.28586,0.22571,1.71684,3.15125,1.64555,0.000560864,0.000560864,0.000560864
118,555.134,0.6943,0.44199,1.15187,0.3297,0.27322,0.29209,0.22349,1.69778,3.12388,1.64697,0.000554679,0.000554679,0.000554679
119,559.037,0.70233,0.44315,1.12038,0.32987,0.27322,0.29498,0.22792,1.6384,3.10725,1.60957,0.000548486,0.000548486,0.000548486
120,564.836,0.7265,0.41402,1.16697,0.32902,0.27322,0.29564,0.23189,1.62714,3.04544,1.62195,0.000542287,0.000542287,0.000542287
121,569.499,0.72457,0.43829,1.13852,0.33333,0.2774,0.29669,0.23231,1.64439,3.02875,1.64761,0.000536081,0.000536081,0.000536081
122,573.695,0.71497,0.43901,1.13454,0.33291,0.28415,0.30302,0.23144,1.59116,2.94105,1.6259,0.000529871,0.000529871,0.000529871
123,577.368,0.70942,0.41539,1.14768,0.33151,0.28415,0.30548,0.2354,1.56772,2.88716,1.61267,0.000523657,0.000523657,0.000523657
124,580.944,0.73041,0.40842,1.20132,0.33143,0.28415,0.30925,0.23833,1.54706,2.74669,1.60427,0.000517439,0.000517439,0.000517439
125,585.395,0.72007,0.43193,1.1513,0.33333,0.27837,0.31024,0.24049,1.55799,2.7618,1.61112,0.00051122,0.00051122,0.00051122
126,590.74,0.72396,0.46364,1.13262,0.33222,0.27322,0.30522,0.2363,1.57251,2.79548,1.62319,0.000505,0.000505,0.000505
127,594.34,0.73364,0.46314,1.15884,0.33217,0.27322,0.30394,0.23742,1.55672,2.8823,1.62221,0.00049878,0.00049878,0.00049878
128,598.498,0.73503,0.43092,1.11999,0.33333,0.27764,0.30482,0.24096,1.5361,2.83688,1.60756,0.000492561,0.000492561,0.000492561
129,603.399,0.70924,0.42762,1.14998,0.33333,0.27868,0.30862,0.24322,1.5033,2.80507,1.58787,0.000486343,0.000486343,0.000486343
130,607.026,0.70908,0.4653,1.13658,0.33333,0.28192,0.30933,0.24697,1.43029,2.76671,1.53464,0.000480129,0.000480129,0.000480129
131,616.591,0.6891,0.43714,1.1019,0.33174,0.27869,0.30776,0.25036,1.39233,2.77333,1.5006,0.000473919,0.000473919,0.000473919
132,624.586,0.76394,0.4278,1.17518,0.3267,0.28415,0.30442,0.2475,1.3713,2.84245,1.45768,0.000467713,0.000467713,0.000467713
133,630.158,0.71947,0.40451,1.13246,0.32687,0.27646,0.30234,0.24332,1.36239,2.8942,1.43433,0.000461514,0.000461514,0.000461514
134,634.672,0.68322,0.42053,1.12064,0.3148,0.27839,0.29986,0.24116,1.34242,2.92821,1.42057,0.000455321,0.000455321,0.000455321
