epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,1263.47,0.6713,0.42416,1.04879,0.98642,1,0.995,0.80807,0.79239,0.39906,1.05511,0.000848358,0.000848358,0.000848358
66,1282.47,0.68172,0.42191,1.04849,0.97387,0.99249,0.995,0.82779,0.68403,0.35878,1.00518,0.000843851,0.000843851,0.000843851
67,1302.83,0.65953,0.40182,1.03023,0.9848,1,0.99329,0.81471,0.75029,0.35877,1.04317,0.00083929,0.00083929,0.00083929
68,1321.21,0.67375,0.4154,1.04523,0.97905,1,0.993,0.80955,0.75234,0.35216,1.05636,0.000834676,0.000834676,0.000834676
69,1339.42,0.67173,0.41556,1.03475,0.99081,1,0.99483,0.81515,0.73588,0.41067,1.03779,0.00083001,0.00083001,0.00083001
70,1358.1,0.69821,0.41036,1.05903,0.97821,0.99185,0.99329,0.83133,0.72063,0.38457,1.03023,0.000825293,0.000825293,0.000825293
71,1378.58,0.6967,0.42502,1.04926,0.98962,0.99982,0.99325,0.79334,0.81426,0.36208,1.09379,0.000820525,0.000820525,0.000820525
72,1396.24,0.67443,0.40656,1.04243,0.98653,0.99971,0.995,0.81619,0.72835,0.33319,1.06304,0.000815707,0.000815707,0.000815707
73,1414.75,0.67094,0.40196,1.04687,0.99779,0.99967,0.995,0.79635,0.77989,0.34868,1.06364,0.000810841,0.000810841,0.000810841
74,1433.66,0.65878,0.39713,1.03267,0.98898,0.99425,0.99472,0.83422,0.65997,0.31131,1.01328,0.000805925,0.000805925,0.000805925
75,1454.66,0.66243,0.38844,1.03877,0.99058,0.9899,0.99432,0.82268,0.68994,0.32871,1.01191,0.000800963,0.000800963,0.000800963
76,1472.86,0.67014,0.40394,1.04926,0.99331,1,0.995,0.81211,0.74295,0.34028,1.05081,0.000795954,0.000795954,0.000795954
77,1491.91,0.65086,0.38659,1.03623,0.99689,1,0.995,0.80376,0.74699,0.32939,1.04536,0.000790898,0.000790898,0.000790898
78,1510.96,0.63806,0.39683,1.03015,0.99517,0.99636,0.995,0.81631,0.73538,0.34687,1.03449,0.000785798,0.000785798,0.000785798
79,1528.82,0.64896,0.38869,1.03471,0.9957,1,0.995,0.82412,0.70692,0.3244,1.0191,0.000780653,0.000780653,0.000780653
80,1546.69,0.64692,0.38758,1.03412,0.99841,0.99939,0.995,0.82825,0.69762,0.32444,1.00505,0.000775465,0.000775465,0.000775465
81,1564.28,0.63139,0.37907,1.03716,0.99688,0.99924,0.995,0.81936,0.72911,0.31278,1.04012,0.000770234,0.000770234,0.000770234
82,1583.2,0.63179,0.38367,1.02409,0.99586,1,0.995,0.81211,0.74712,0.32028,1.03805,0.000764961,0.000764961,0.000764961
83,1601.66,0.62797,0.38158,1.02396,0.99288,1,0.995,0.82219,0.68796,0.32189,1.01619,0.000759648,0.000759648,0.000759648
84,1619.77,0.61643,0.37461,1.01949,0.99811,1,0.995,0.80814,0.75766,0.33227,1.05784,0.000754293,0.000754293,0.000754293
85,1637.82,0.62966,0.38973,1.01968,0.99391,1,0.995,0.84277,0.63454,0.30993,0.99979,0.0007489,0.0007489,0.0007489
86,1659.4,0.6126,0.39546,1.01558,0.98737,0.99425,0.99298,0.83674,0.67183,0.31344,1.03625,0.000743468,0.000743468,0.000743468
87,1677.8,0.59562,0.3626,1.00542,0.98295,0.99368,0.99317,0.842,0.62421,0.32048,0.9814,0.000737998,0.000737998,0.000737998
88,1696.04,0.58986,0.37488,1.00708,0.9915,0.99425,0.99395,0.84323,0.62765,0.29644,0.99234,0.000732492,0.000732492,0.000732492
89,1715.74,0.6036,0.38539,1.01741,0.98545,0.99425,0.99405,0.8472,0.618,0.29655,0.98487,0.00072695,0.00072695,0.00072695
90,1736.2,0.604,0.39735,1.01652,0.99478,1,0.995,0.84184,0.62817,0.30762,0.99307,0.000721372,0.000721372,0.000721372
91,1754.68,0.59928,0.38363,1.01761,0.99658,1,0.995,0.82695,0.68731,0.32437,1.00493,0.000715761,0.000715761,0.000715761
92,1772.73,0.60904,0.37134,1.01829,0.99605,1,0.995,0.8499,0.61222,0.28749,0.99463,0.000710116,0.000710116,0.000710116
93,1792.93,0.58693,0.37062,1.00184,0.98942,0.99425,0.99392,0.85357,0.59574,0.28955,0.97906,0.000704439,0.000704439,0.000704439
94,1813.57,0.60458,0.37033,1.01756,0.98937,0.99425,0.99372,0.84901,0.60535,0.30099,0.98447,0.00069873,0.00069873,0.00069873
95,1831.71,0.5775,0.36334,0.99597,0.98321,0.99425,0.99372,0.84997,0.5983,0.30716,0.97797,0.000692991,0.000692991,0.000692991
96,1849.42,0.61064,0.36674,1.01226,0.99091,0.99425,0.994,0.82026,0.68939,0.30395,1.00495,0.000687222,0.000687222,0.000687222
97,1868.36,0.59759,0.35954,1.00938,0.98611,0.99425,0.99422,0.84376,0.63675,0.30806,0.9939,0.000681424,0.000681424,0.000681424
98,1886.56,0.57138,0.36773,0.99663,0.99001,0.99425,0.99429,0.83194,0.65463,0.31507,1.0106,0.000675598,0.000675598,0.000675598
99,1904.89,0.5902,0.37831,1.01795,0.99295,0.98846,0.99474,0.85572,0.58345,0.28552,0.98765,0.000669746,0.000669746,0.000669746
100,1924.43,0.58213,0.35374,1.00651,0.99062,0.99425,0.99457,0.85272,0.59106,0.27411,0.96755,0.000663867,0.000663867,0.000663867
101,1942.52,0.58826,0.35976,1.00185,0.98801,0.99425,0.99467,0.82783,0.67154,0.30192,1.01676,0.000657963,0.000657963,0.000657963
102,1961.45,0.5759,0.35724,0.99763,0.99254,0.99425,0.99451,0.82803,0.66512,0.30337,1.01938,0.000652036,0.000652036,0.000652036
103,1980.16,0.57343,0.36701,0.9918,0.98815,0.99425,0.99439,0.83824,0.6225,0.29494,0.99042,0.000646085,0.000646085,0.000646085
104,1997.69,0.57902,0.34999,1.00245,0.99549,1,0.995,0.83442,0.64971,0.31266,0.98648,0.000640111,0.000640111,0.000640111
105,2015.84,0.58131,0.35794,1.00389,0.98321,0.99425,0.99388,0.86024,0.57581,0.29143,0.94972,0.000634117,0.000634117,0.000634117
106,2036.62,0.58403,0.36104,0.99985,0.99085,0.99425,0.99353,0.86322,0.56051,0.28319,0.95618,0.000628101,0.000628101,0.000628101
107,2056.67,0.5912,0.36054,1.00974,0.98624,0.99061,0.99462,0.84485,0.62372,0.30455,0.97926,0.000622067,0.000622067,0.000622067
108,2074.38,0.57823,0.36463,0.99658,0.99182,0.99425,0.99462,0.84512,0.61614,0.30483,0.98031,0.000616014,0.000616014,0.000616014
109,2093.1,0.55114,0.33932,0.99161,0.99015,0.99308,0.99466,0.84456,0.59681,0.30148,0.96937,0.000609944,0.000609944,0.000609944
110,2111.34,0.56566,0.35743,0.99727,0.9907,0.99248,0.99427,0.8541,0.57499,0.29274,0.97126,0.000603856,0.000603856,0.000603856
111,2129.5,0.5982,0.35355,1.01742,0.98958,0.99425,0.99477,0.84787,0.62064,0.30338,0.99332,0.000597754,0.000597754,0.000597754
112,2147.48,0.55753,0.33205,0.99568,0.98665,0.99425,0.99443,0.84976,0.58413,0.29852,0.96787,0.000591636,0.000591636,0.000591636
113,2165.52,0.55899,0.34579,0.99057,0.98955,0.99425,0.99326,0.86619,0.54895,0.27874,0.95695,0.000585505,0.000585505,0.000585505
114,2186.39,0.54139,0.34731,0.99029,0.9959,1,0.995,0.85834,0.56113,0.28579,0.96242,0.000579362,0.000579362,0.000579362
115,2205.02,0.55981,0.34494,0.99808,0.98736,0.99921,0.995,0.85606,0.57229,0.30008,0.97593,0.000573206,0.000573206,0.000573206
116,2223.33,0.54571,0.34318,0.98656,0.98706,0.99425,0.99395,0.85623,0.58486,0.31061,0.97139,0.00056704,0.00056704,0.00056704
117,2241.32,0.55137,0.34364,0.99488,0.98044,0.99425,0.99366,0.86668,0.56392,0.29292,0.96393,0.000560864,0.000560864,0.000560864
118,2263.31,0.56246,0.34446,0.99852,0.99156,0.99425,0.99427,0.85362,0.57807,0.2812,0.96598,0.000554679,0.000554679,0.000554679
119,2282.23,0.55876,0.33805,0.98818,0.98631,0.99425,0.99395,0.84519,0.59027,0.29058,0.97078,0.000548486,0.000548486,0.000548486
120,2300.29,0.53038,0.34584,0.98111,0.98949,0.99425,0.99408,0.86127,0.55043,0.27301,0.95711,0.000542287,0.000542287,0.000542287
121,2318.6,0.54378,0.33483,0.99743,0.98443,0.99425,0.99424,0.84751,0.59002,0.28266,0.97936,0.000536081,0.000536081,0.000536081
122,2337.78,0.53611,0.33401,0.99081,0.98477,0.99337,0.99401,0.8502,0.59649,0.30009,0.97435,0.000529871,0.000529871,0.000529871
123,2356.27,0.52593,0.33925,0.97197,0.98536,0.99336,0.99379,0.84689,0.57823,0.27852,0.97006,0.000523657,0.000523657,0.000523657
124,2374.29,0.53682,0.33188,0.98679,0.9856,0.99353,0.99379,0.87563,0.52932,0.27708,0.95426,0.000517439,0.000517439,0.000517439
125,2394.06,0.5482,0.3321,0.99822,0.99147,0.99425,0.99412,0.85041,0.57865,0.26796,0.97161,0.00051122,0.00051122,0.00051122
126,2412.55,0.54967,0.34052,0.98544,0.98919,0.99425,0.99424,0.86674,0.57272,0.27441,0.97503,0.000505,0.000505,0.000505
127,2431.29,0.54341,0.34367,0.99237,0.98959,0.99425,0.99401,0.84944,0.61715,0.27879,0.98273,0.00049878,0.00049878,0.00049878
128,2449.48,0.54103,0.33351,0.98233,0.98765,0.99419,0.99401,0.8732,0.55673,0.2858,0.95473,0.000492561,0.000492561,0.000492561
129,2467.34,0.53444,0.3348,0.98417,0.9887,0.99331,0.99355,0.86472,0.54278,0.28884,0.94851,0.000486343,0.000486343,0.000486343
130,2485.82,0.51581,0.32253,0.97196,0.98506,0.99425,0.99368,0.8619,0.55634,0.28464,0.95319,0.000480129,0.000480129,0.000480129
131,2504.44,0.52388,0.32382,0.97835,0.98826,0.99425,0.99391,0.87067,0.54593,0.26177,0.95546,0.000473919,0.000473919,0.000473919
132,2522.4,0.52129,0.32945,0.97856,0.98597,0.99242,0.99386,0.86518,0.54127,0.27215,0.94375,0.000467713,0.000467713,0.000467713
133,2540.67,0.51439,0.33307,0.97915,0.99125,0.99425,0.99396,0.86782,0.5196,0.26379,0.93877,0.000461514,0.000461514,0.000461514
134,2558.65,0.53136,0.33259,0.98817,0.98835,0.99425,0.99395,0.85039,0.59186,0.27023,0.95905,0.000455321,0.000455321,0.000455321
135,2577.12,0.51732,0.32244,0.98217,0.98665,0.99425,0.99382,0.86747,0.54906,0.26528,0.94678,0.000449136,0.000449136,0.000449136
136,2595.82,0.52714,0.31817,0.9841,0.988,0.99423,0.99359,0.86371,0.55562,0.27489,0.95227,0.00044296,0.00044296,0.00044296
137,2613.98,0.52486,0.32261,0.97819,0.98626,0.99425,0.9941,0.85906,0.57073,0.27617,0.9598,0.000436794,0.000436794,0.000436794
138,2632.19,0.51793,0.32039,0.97414,0.99255,0.99425,0.99429,0.8716,0.52796,0.2546,0.94373,0.000430638,0.000430638,0.000430638
139,2649.84,0.51535,0.30946,0.97359,0.99152,0.98806,0.99426,0.86909,0.53772,0.26012,0.94504,0.000424495,0.000424495,0.000424495
140,2667.77,0.52105,0.31592,0.97523,0.99119,0.98667,0.99435,0.85357,0.56796,0.26881,0.96334,0.000418364,0.000418364,0.000418364
141,2686.86,0.51971,0.30994,0.97901,0.99127,0.99425,0.99415,0.85946,0.57344,0.27159,0.97505,0.000412246,0.000412246,0.000412246
142,2704.88,0.51923,0.31501,0.98439,0.98981,0.99425,0.994,0.87459,0.51714,0.25111,0.94714,0.000406144,0.000406144,0.000406144
143,2722.72,0.49875,0.30828,0.96935,0.9903,0.99425,0.99363,0.87019,0.53057,0.24911,0.97239,0.000400056,0.000400056,0.000400056
144,2740.48,0.50742,0.30123,0.97555,0.98781,0.98577,0.99406,0.87001,0.53783,0.25535,0.9613,0.000393986,0.000393986,0.000393986
145,2759.07,0.50932,0.29588,0.97178,0.99119,0.99305,0.99405,0.8641,0.54491,0.25041,0.95818,0.000387933,0.000387933,0.000387933
146,2777.82,0.48583,0.29994,0.95969,0.98977,0.99425,0.9941,0.84822,0.59733,0.25648,0.98486,0.000381899,0.000381899,0.000381899
147,2795.94,0.49315,0.30679,0.95638,0.99067,0.99421,0.99387,0.87175,0.54594,0.26096,0.96458,0.000375883,0.000375883,0.000375883
148,2813.71,0.49409,0.29876,0.97274,0.98582,0.99385,0.99377,0.87614,0.53933,0.26308,0.95212,0.000369889,0.000369889,0.000369889
149,2833.67,0.51276,0.31673,0.97871,0.99205,0.99941,0.995,0.87292,0.53976,0.27568,0.9514,0.000363915,0.000363915,0.000363915
150,2851.97,0.4998,0.30238,0.96883,0.98687,0.99425,0.99456,0.88736,0.52303,0.26646,0.93551,0.000357964,0.000357964,0.000357964
151,2872.61,0.50867,0.30562,0.96891,0.98856,0.98851,0.99477,0.88172,0.51795,0.26142,0.93482,0.000352037,0.000352037,0.000352037
152,2890.56,0.51451,0.30566,0.98206,0.98823,0.99425,0.9942,0.87255,0.54363,0.2664,0.95593,0.000346133,0.000346133,0.000346133
153,2908.16,0.48363,0.30213,0.95668,0.98788,0.99425,0.99401,0.87965,0.52707,0.26081,0.9565,0.000340254,0.000340254,0.000340254
154,2926.66,0.51958,0.31288,0.97534,0.99132,0.99425,0.9941,0.87935,0.52658,0.25083,0.95531,0.000334402,0.000334402,0.000334402
155,2945.69,0.49577,0.30433,0.97186,0.99232,0.99425,0.99372,0.87179,0.5319,0.25416,0.9484,0.000328576,0.000328576,0.000328576
156,2964.01,0.48197,0.30514,0.95798,0.98985,0.99425,0.99371,0.86539,0.52148,0.24782,0.94767,0.000322778,0.000322778,0.000322778
157,2982.62,0.47903,0.29067,0.96486,0.98845,0.99425,0.99405,0.86719,0.52998,0.25409,0.9498,0.000317009,0.000317009,0.000317009
158,3001.15,0.48715,0.30509,0.97492,0.98857,0.99425,0.9941,0.86919,0.54113,0.25972,0.95393,0.00031127,0.00031127,0.00031127
159,3019.77,0.50804,0.30523,0.97531,0.98778,0.99425,0.99438,0.87251,0.5376,0.24988,0.94472,0.000305561,0.000305561,0.000305561
160,3038.2,0.4792,0.29894,0.96366,0.99011,0.99425,0.99387,0.87918,0.5113,0.24968,0.93172,0.000299884,0.000299884,0.000299884
161,3056.51,0.48643,0.29403,0.96704,0.98953,0.99425,0.99381,0.87358,0.50279,0.24453,0.92936,0.000294239,0.000294239,0.000294239
162,3074.26,0.48628,0.30662,0.96384,0.98828,0.99425,0.99376,0.86638,0.53177,0.25025,0.941,0.000288628,0.000288628,0.000288628
163,3093.33,0.48311,0.29386,0.95765,0.98808,0.99425,0.99393,0.86654,0.53764,0.25366,0.94674,0.00028305,0.00028305,0.00028305
164,3112.1,0.47703,0.29417,0.95704,0.99023,0.99425,0.99376,0.86357,0.54424,0.24801,0.95454,0.000277508,0.000277508,0.000277508
165,3129.99,0.48206,0.28597,0.96112,0.98956,0.99425,0.99372,0.87999,0.52547,0.24337,0.94941,0.000272002,0.000272002,0.000272002
166,3148.37,0.46829,0.29167,0.95806,0.98675,0.99425,0.99379,0.86438,0.53752,0.25653,0.94706,0.000266532,0.000266532,0.000266532
167,3167.06,0.46326,0.28061,0.94142,0.99134,0.99425,0.99405,0.86742,0.54875,0.25174,0.94989,0.0002611,0.0002611,0.0002611
168,3186.71,0.48006,0.28958,0.95772,0.99137,0.99425,0.99393,0.86908,0.55,0.24167,0.95297,0.000255707,0.000255707,0.000255707
169,3205.86,0.47339,0.28181,0.95963,0.98879,0.99425,0.9941,0.87453,0.54132,0.24353,0.95575,0.000250352,0.000250352,0.000250352
170,3224.39,0.46152,0.28065,0.94809,0.98814,0.99425,0.99415,0.86467,0.5588,0.25713,0.96207,0.000245039,0.000245039,0.000245039
171,3242.43,0.4849,0.28739,0.96112,0.99091,0.99425,0.99449,0.86131,0.57308,0.25216,0.96194,0.000239766,0.000239766,0.000239766
172,3261.03,0.46551,0.28005,0.94698,0.98877,0.99425,0.99427,0.87947,0.51462,0.24268,0.94533,0.000234535,0.000234535,0.000234535
173,3279.32,0.47522,0.29299,0.95917,0.98575,0.99425,0.99405,0.86913,0.54567,0.25948,0.95247,0.000229347,0.000229347,0.000229347
174,3297.89,0.47415,0.27624,0.96226,0.98895,0.99305,0.99393,0.88188,0.50487,0.25006,0.93891,0.000224202,0.000224202,0.000224202
175,3315.8,0.44387,0.2692,0.94463,0.98839,0.9934,0.9941,0.87684,0.54076,0.26081,0.95874,0.000219102,0.000219102,0.000219102
176,3334.07,0.47144,0.29024,0.97014,0.9876,0.99352,0.99393,0.8711,0.53428,0.23863,0.96051,0.000214046,0.000214046,0.000214046
177,3353.57,0.47025,0.27548,0.95046,0.99067,0.99425,0.99382,0.87648,0.5145,0.22993,0.94948,0.000209037,0.000209037,0.000209037
178,3373.42,0.4725,0.27418,0.97852,0.99039,0.99425,0.99398,0.8788,0.51918,0.23122,0.95118,0.000204075,0.000204075,0.000204075
179,3392.45,0.46826,0.2884,0.96572,0.99054,0.99425,0.9942,0.87929,0.50303,0.23098,0.94665,0.000199159,0.000199159,0.000199159
180,3410.53,0.43247,0.27904,0.94717,0.98948,0.99337,0.9942,0.8695,0.5238,0.24449,0.95209,0.000194293,0.000194293,0.000194293
181,3429.4,0.46051,0.27427,0.95326,0.98942,0.99425,0.99443,0.88137,0.5149,0.23654,0.95206,0.000189475,0.000189475,0.000189475
182,3447.84,0.46178,0.2738,0.95204,0.98619,0.99425,0.99415,0.87004,0.53327,0.25203,0.96535,0.000184707,0.000184707,0.000184707
183,3466.5,0.4498,0.27005,0.95663,0.98857,0.99359,0.99415,0.8759,0.51945,0.2393,0.9591,0.00017999,0.00017999,0.00017999
184,3484.56,0.42267,0.25353,0.94846,0.98809,0.99301,0.99415,0.87542,0.52854,0.23884,0.96141,0.000175324,0.000175324,0.000175324
185,3502.6,0.44437,0.28054,0.95195,0.989,0.9934,0.99455,0.8825,0.50818,0.23144,0.95125,0.00017071,0.00017071,0.00017071
186,3522.14,0.44754,0.28161,0.9471,0.99024,0.99373,0.99455,0.87333,0.54207,0.23412,0.96484,0.000166149,0.000166149,0.000166149
