epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,1299.19,1.01346,0.62532,1.32307,0.99506,0.97436,0.98278,0.69428,1.02773,0.4926,1.2991,0.000919576,0.000919576,0.000919576
48,1324.84,0.95919,0.6042,1.30509,0.98014,0.99074,0.99042,0.73352,0.91705,0.44898,1.20715,0.000916145,0.000916145,0.000916145
49,1350.87,0.9817,0.61697,1.29359,0.98174,0.99087,0.99465,0.7369,0.89821,0.42313,1.18953,0.000912649,0.000912649,0.000912649
50,1377.37,0.9463,0.59569,1.30559,0.99392,0.9968,0.995,0.74307,0.9436,0.42298,1.25255,0.000909088,0.000909088,0.000909088
51,1403.37,0.95056,0.57814,1.30053,0.99461,1,0.995,0.72237,0.95174,0.42216,1.24687,0.000905463,0.000905463,0.000905463
52,1429.22,0.96182,0.6229,1.31603,0.98037,0.98718,0.99291,0.68851,1.08724,0.47855,1.33278,0.000901776,0.000901776,0.000901776
53,1455.07,0.96174,0.61865,1.30993,0.99552,1,0.995,0.70705,1.01457,0.41894,1.26068,0.000898025,0.000898025,0.000898025
54,1480.89,0.96121,0.61064,1.30617,0.9928,1,0.995,0.74138,0.92373,0.40729,1.21464,0.000894213,0.000894213,0.000894213
55,1506.72,0.96565,0.61161,1.30034,0.99524,1,0.995,0.75767,0.88765,0.40143,1.20595,0.000890339,0.000890339,0.000890339
56,1533.17,0.99555,0.63479,1.33468,0.99625,0.99995,0.995,0.73267,0.92539,0.41093,1.20883,0.000886404,0.000886404,0.000886404
57,1559.65,0.99006,0.62553,1.32645,0.99315,1,0.995,0.70898,0.9491,0.42601,1.22046,0.000882409,0.000882409,0.000882409
58,1586.45,0.96737,0.59028,1.29371,0.98978,1,0.995,0.72266,1.00878,0.43404,1.24023,0.000878354,0.000878354,0.000878354
59,1612.42,0.98187,0.60853,1.31584,0.99291,1,0.995,0.73676,0.89022,0.39943,1.195,0.000874241,0.000874241,0.000874241
60,1638.7,0.95465,0.57778,1.30581,0.99619,1,0.995,0.72194,0.9915,0.43711,1.26201,0.000870069,0.000870069,0.000870069
61,1665.07,0.91908,0.56611,1.25234,0.96981,0.99352,0.9913,0.72074,0.98641,0.4316,1.2759,0.000865839,0.000865839,0.000865839
62,1691.02,0.907,0.55811,1.24316,0.96629,1,0.995,0.75325,0.8631,0.40487,1.16187,0.000861553,0.000861553,0.000861553
63,1717.22,0.95935,0.60679,1.29555,0.96423,1,0.99384,0.72897,0.95124,0.43407,1.2238,0.00085721,0.00085721,0.00085721
64,1743.56,0.95729,0.6044,1.28404,0.99044,1,0.995,0.68858,1.07151,0.4632,1.29013,0.000852812,0.000852812,0.000852812
65,1769.78,0.93063,0.59938,1.26828,0.99121,1,0.995,0.74735,0.89785,0.3975,1.17126,0.000848358,0.000848358,0.000848358
66,1796.01,0.92343,0.55937,1.26695,0.99602,1,0.995,0.74625,0.95367,0.40724,1.21426,0.000843851,0.000843851,0.000843851
67,1822.61,0.92685,0.58903,1.2778,0.99583,1,0.995,0.74924,0.8791,0.39225,1.17737,0.00083929,0.00083929,0.00083929
68,1848.75,0.92436,0.57421,1.25744,0.9881,0.98718,0.99412,0.72042,0.96027,0.41631,1.22943,0.000834676,0.000834676,0.000834676
69,1875.3,0.93816,0.58714,1.2866,0.99489,1,0.995,0.74071,0.87464,0.38317,1.15899,0.00083001,0.00083001,0.00083001
70,1901.21,0.92486,0.55812,1.26947,0.99679,0.99661,0.995,0.72885,0.91606,0.38681,1.17252,0.000825293,0.000825293,0.000825293
71,1927.43,0.9121,0.57819,1.25498,0.99687,1,0.995,0.73124,0.93247,0.38305,1.22437,0.000820525,0.000820525,0.000820525
72,1954.1,0.90279,0.54425,1.2778,0.99809,1,0.995,0.70412,1.00679,0.40599,1.26516,0.000815707,0.000815707,0.000815707
73,1979.84,0.93764,0.5538,1.26368,0.98224,1,0.995,0.76621,0.85223,0.37753,1.16981,0.000810841,0.000810841,0.000810841
74,2006.01,0.92793,0.53948,1.25158,0.99674,0.99386,0.995,0.74266,0.9103,0.38356,1.1979,0.000805925,0.000805925,0.000805925
75,2037.58,0.90741,0.57293,1.24021,0.98855,0.99722,0.995,0.72972,0.99224,0.42679,1.24491,0.000800963,0.000800963,0.000800963
76,2063.97,0.92528,0.58174,1.23701,0.98272,0.98892,0.9908,0.77876,0.82466,0.38604,1.14224,0.000795954,0.000795954,0.000795954
77,2091.16,0.90492,0.57275,1.27339,0.99474,1,0.995,0.71841,0.96975,0.42025,1.25345,0.000790898,0.000790898,0.000790898
78,2124.52,0.91594,0.55695,1.25802,0.99456,1,0.995,0.75168,0.84668,0.40146,1.15421,0.000785798,0.000785798,0.000785798
79,2151.03,0.87886,0.52654,1.2258,0.99002,1,0.995,0.74632,0.88453,0.37463,1.18095,0.000780653,0.000780653,0.000780653
80,2177.1,0.94466,0.57059,1.26538,0.99543,1,0.995,0.74465,0.89153,0.37438,1.20215,0.000775465,0.000775465,0.000775465
81,2203.44,0.91352,0.56932,1.27939,0.99585,1,0.995,0.73355,0.96455,0.39711,1.2138,0.000770234,0.000770234,0.000770234
82,2229.73,0.91483,0.57377,1.25332,0.98701,1,0.995,0.7527,0.89217,0.3973,1.17974,0.000764961,0.000764961,0.000764961
83,2256.16,0.90036,0.5472,1.26962,0.99258,1,0.995,0.72717,1.01826,0.41798,1.26231,0.000759648,0.000759648,0.000759648
84,2281.8,0.9138,0.5385,1.26532,0.99615,1,0.995,0.71887,1.04267,0.39486,1.28448,0.000754293,0.000754293,0.000754293
85,2308.14,0.87336,0.51905,1.24943,0.99395,1,0.995,0.74677,0.91327,0.37493,1.20327,0.0007489,0.0007489,0.0007489
86,2335.81,0.87179,0.51206,1.24411,0.99653,1,0.995,0.75258,0.90478,0.37936,1.1994,0.000743468,0.000743468,0.000743468
87,2362.26,0.90093,0.54529,1.25445,0.99533,1,0.995,0.75511,0.85773,0.3619,1.1708,0.000737998,0.000737998,0.000737998
88,2387.76,0.87814,0.56699,1.26127,0.9945,1,0.995,0.76377,0.86033,0.37403,1.17025,0.000732492,0.000732492,0.000732492
89,2414.08,0.89332,0.56365,1.25675,0.99608,1,0.995,0.77925,0.84338,0.39571,1.1487,0.00072695,0.00072695,0.00072695
90,2443.61,0.9014,0.5593,1.25778,0.9908,1,0.995,0.76197,0.87152,0.39259,1.1527,0.000721372,0.000721372,0.000721372
91,2475.26,0.8827,0.54973,1.23781,0.99735,0.99946,0.995,0.76811,0.87047,0.37529,1.15606,0.000715761,0.000715761,0.000715761
92,2500.99,0.89648,0.54904,1.23709,0.99444,1,0.995,0.76339,0.85523,0.37688,1.13147,0.000710116,0.000710116,0.000710116
93,2527.7,0.8723,0.53245,1.21742,0.9935,1,0.995,0.74766,0.85623,0.37368,1.16361,0.000704439,0.000704439,0.000704439
94,2553.33,0.8543,0.51089,1.22384,0.9783,1,0.995,0.72926,0.94269,0.3831,1.21615,0.00069873,0.00069873,0.00069873
95,2579.51,0.83335,0.52729,1.22062,0.98996,1,0.995,0.73968,0.95055,0.38481,1.20895,0.000692991,0.000692991,0.000692991
96,2606.15,0.88952,0.53338,1.24725,0.99578,1,0.995,0.73684,0.92739,0.38613,1.20502,0.000687222,0.000687222,0.000687222
97,2632.29,0.87441,0.52123,1.23031,0.99292,1,0.995,0.73268,0.96537,0.38228,1.22398,0.000681424,0.000681424,0.000681424
98,2658.16,0.89051,0.5384,1.24016,0.98296,1,0.995,0.75463,0.8682,0.38194,1.1768,0.000675598,0.000675598,0.000675598
99,2684.25,0.85244,0.53088,1.22347,0.98663,0.98954,0.99449,0.75682,0.8835,0.38686,1.17371,0.000669746,0.000669746,0.000669746
100,2710.19,0.8754,0.52557,1.22508,0.98586,0.99074,0.99465,0.76415,0.8234,0.37137,1.14197,0.000663867,0.000663867,0.000663867
101,2735.88,0.88046,0.52142,1.24476,0.97924,0.99898,0.99484,0.76038,0.90339,0.38162,1.17237,0.000657963,0.000657963,0.000657963
102,2762.47,0.86193,0.51114,1.22794,0.9922,1,0.995,0.76322,0.83469,0.35692,1.15783,0.000652036,0.000652036,0.000652036
103,2788.93,0.85654,0.50542,1.21305,0.98807,1,0.995,0.71034,1.03431,0.40814,1.28931,0.000646085,0.000646085,0.000646085
104,2815.09,0.86431,0.51287,1.2458,0.98465,1,0.995,0.7491,0.85912,0.35131,1.1737,0.000640111,0.000640111,0.000640111
105,2841.29,0.85513,0.51577,1.22681,0.99319,1,0.995,0.77165,0.76082,0.34222,1.11302,0.000634117,0.000634117,0.000634117
106,2868,0.82771,0.48819,1.21262,0.99726,1,0.995,0.7672,0.82107,0.34176,1.15158,0.000628101,0.000628101,0.000628101
107,2894.35,0.83789,0.47349,1.21772,0.9904,1,0.995,0.77803,0.78058,0.33593,1.12168,0.000622067,0.000622067,0.000622067
108,2920.82,0.84235,0.50122,1.20812,0.98916,1,0.995,0.75122,0.89756,0.36514,1.19248,0.000616014,0.000616014,0.000616014
109,2947.1,0.8413,0.50687,1.21346,0.9913,1,0.995,0.75571,0.87363,0.36602,1.18212,0.000609944,0.000609944,0.000609944
110,2974.15,0.83064,0.48686,1.20129,0.99354,1,0.995,0.75236,0.89041,0.3552,1.18258,0.000603856,0.000603856,0.000603856
111,3000.56,0.81986,0.47786,1.21908,0.99567,1,0.995,0.72089,0.94895,0.36034,1.21843,0.000597754,0.000597754,0.000597754
112,3026.25,0.8494,0.50893,1.2328,0.98491,1,0.995,0.76558,0.8298,0.35101,1.1446,0.000591636,0.000591636,0.000591636
113,3053.03,0.85748,0.51193,1.21553,0.98935,1,0.995,0.76067,0.85759,0.3602,1.14463,0.000585505,0.000585505,0.000585505
114,3079.69,0.85718,0.53438,1.22075,0.98799,1,0.995,0.75732,0.86863,0.35086,1.15726,0.000579362,0.000579362,0.000579362
115,3105.59,0.83138,0.51025,1.20641,0.98801,1,0.995,0.75069,0.88237,0.36889,1.17368,0.000573206,0.000573206,0.000573206
116,3131.39,0.84717,0.51076,1.21331,0.99178,1,0.995,0.76675,0.83257,0.35335,1.14776,0.00056704,0.00056704,0.00056704
117,3157.87,0.84207,0.49685,1.2199,0.99485,1,0.995,0.75534,0.88801,0.34765,1.16599,0.000560864,0.000560864,0.000560864
118,3184.2,0.83367,0.47893,1.21707,0.99058,1,0.995,0.75384,0.87938,0.36287,1.16604,0.000554679,0.000554679,0.000554679
119,3210.07,0.83587,0.48613,1.20644,0.98075,1,0.995,0.73134,0.93049,0.37515,1.20118,0.000548486,0.000548486,0.000548486
120,3236.05,0.83754,0.50281,1.23204,0.99506,1,0.995,0.76328,0.84459,0.34417,1.16547,0.000542287,0.000542287,0.000542287
121,3262.36,0.81674,0.4725,1.18953,0.99494,1,0.995,0.75716,0.87529,0.34237,1.17592,0.000536081,0.000536081,0.000536081
122,3289.12,0.82186,0.49167,1.20225,0.99649,1,0.995,0.76115,0.8519,0.33995,1.16456,0.000529871,0.000529871,0.000529871
123,3314.93,0.80617,0.47988,1.20617,0.99648,1,0.995,0.77694,0.7743,0.33675,1.11231,0.000523657,0.000523657,0.000523657
124,3341.31,0.79845,0.4803,1.20628,0.99396,1,0.995,0.75517,0.89188,0.35044,1.17005,0.000517439,0.000517439,0.000517439
125,3367.81,0.80866,0.46531,1.2012,0.99361,1,0.995,0.75802,0.82326,0.33302,1.13759,0.00051122,0.00051122,0.00051122
126,3394.26,0.82388,0.48492,1.19858,0.99052,1,0.995,0.76515,0.87037,0.34314,1.15026,0.000505,0.000505,0.000505
127,3419.98,0.80625,0.46963,1.18989,0.99415,1,0.995,0.77625,0.84163,0.32555,1.14381,0.00049878,0.00049878,0.00049878
128,3446.45,0.80244,0.45137,1.18953,0.99383,1,0.995,0.78567,0.78259,0.31753,1.11817,0.000492561,0.000492561,0.000492561
129,3475.73,0.79189,0.45379,1.18961,0.99326,1,0.995,0.76335,0.85214,0.339,1.17207,0.000486343,0.000486343,0.000486343
130,3507.62,0.80858,0.46474,1.20039,0.99651,1,0.995,0.76364,0.81813,0.33821,1.14522,0.000480129,0.000480129,0.000480129
131,3534.72,0.79499,0.46466,1.17309,0.9954,1,0.995,0.76215,0.83646,0.33393,1.14528,0.000473919,0.000473919,0.000473919
132,3564.45,0.83113,0.47902,1.20915,0.99531,1,0.995,0.74613,0.90426,0.34309,1.18697,0.000467713,0.000467713,0.000467713
133,3590.56,0.82222,0.46053,1.19731,0.99432,1,0.995,0.76018,0.83998,0.32972,1.14772,0.000461514,0.000461514,0.000461514
134,3616.52,0.81732,0.48232,1.1996,0.99766,0.99854,0.995,0.75813,0.87688,0.33895,1.16326,0.000455321,0.000455321,0.000455321
135,3643.21,0.81112,0.47249,1.21061,0.99485,0.99751,0.995,0.7555,0.84497,0.34741,1.15056,0.000449136,0.000449136,0.000449136
136,3670.22,0.82904,0.48306,1.20888,0.99674,0.99876,0.995,0.75815,0.84832,0.34336,1.1419,0.00044296,0.00044296,0.00044296
137,3695.95,0.80976,0.46165,1.1997,0.99056,1,0.995,0.74943,0.89898,0.33751,1.17937,0.000436794,0.000436794,0.000436794
138,3722.2,0.78069,0.43923,1.184,0.98429,1,0.995,0.74009,0.93593,0.34798,1.17377,0.000430638,0.000430638,0.000430638
139,3748.89,0.79927,0.47274,1.19474,0.98601,1,0.995,0.75418,0.89581,0.33688,1.1636,0.000424495,0.000424495,0.000424495
140,3775.64,0.79781,0.47014,1.18273,0.98814,1,0.995,0.77309,0.83006,0.3315,1.14734,0.000418364,0.000418364,0.000418364
141,3801.18,0.79118,0.43846,1.18091,0.99432,1,0.995,0.7851,0.81528,0.32867,1.13466,0.000412246,0.000412246,0.000412246
142,3827.42,0.78416,0.44919,1.1705,0.99252,1,0.995,0.75758,0.88253,0.33885,1.17008,0.000406144,0.000406144,0.000406144
143,3854.11,0.82119,0.44595,1.21313,0.99448,1,0.995,0.78101,0.77599,0.31695,1.10688,0.000400056,0.000400056,0.000400056
144,3880.48,0.79407,0.4553,1.18115,0.98482,1,0.995,0.74654,0.90718,0.34445,1.17994,0.000393986,0.000393986,0.000393986
145,3906.26,0.78708,0.47152,1.18845,0.98666,1,0.995,0.76079,0.84215,0.3217,1.15353,0.000387933,0.000387933,0.000387933
146,3933,0.77365,0.46002,1.16931,0.99203,1,0.995,0.78782,0.78232,0.31826,1.10121,0.000381899,0.000381899,0.000381899
147,3968.69,0.77693,0.44549,1.15974,0.99473,1,0.995,0.7679,0.8555,0.32126,1.14802,0.000375883,0.000375883,0.000375883
148,3994.86,0.76556,0.46343,1.16148,0.99497,1,0.995,0.77899,0.76844,0.30741,1.1067,0.000369889,0.000369889,0.000369889
149,4021.64,0.78526,0.45443,1.17083,0.98996,1,0.995,0.77248,0.82754,0.31294,1.13062,0.000363915,0.000363915,0.000363915
150,4048.12,0.80114,0.46566,1.1688,0.98819,0.99972,0.99482,0.77745,0.79291,0.31353,1.12276,0.000357964,0.000357964,0.000357964
151,4073.64,0.79693,0.45944,1.16691,0.98641,1,0.99482,0.76332,0.86531,0.3291,1.15186,0.000352037,0.000352037,0.000352037
152,4100.21,0.76378,0.43862,1.14804,0.98572,0.99823,0.99482,0.7779,0.7781,0.32667,1.10234,0.000346133,0.000346133,0.000346133
153,4126.58,0.78216,0.45332,1.18866,0.98399,1,0.99482,0.76575,0.85372,0.34438,1.14381,0.000340254,0.000340254,0.000340254
154,4153.57,0.76315,0.42699,1.16461,0.99145,0.99074,0.99482,0.78062,0.77676,0.32551,1.0997,0.000334402,0.000334402,0.000334402
155,4179.27,0.76556,0.4188,1.1553,0.99572,0.99651,0.995,0.75459,0.87154,0.33031,1.16112,0.000328576,0.000328576,0.000328576
156,4205.79,0.75301,0.41314,1.1472,0.9956,1,0.995,0.80281,0.7304,0.30544,1.07935,0.000322778,0.000322778,0.000322778
157,4233.02,0.77101,0.44115,1.16906,0.9957,0.9991,0.995,0.79247,0.76177,0.31228,1.09759,0.000317009,0.000317009,0.000317009
158,4264.89,0.77161,0.44362,1.16491,0.99686,1,0.995,0.78599,0.74471,0.31228,1.09325,0.00031127,0.00031127,0.00031127
159,4291.58,0.76775,0.42573,1.1622,0.99805,1,0.995,0.77183,0.77541,0.30052,1.10305,0.000305561,0.000305561,0.000305561
160,4317.73,0.74225,0.41725,1.15011,0.99616,1,0.995,0.78588,0.7498,0.29969,1.08939,0.000299884,0.000299884,0.000299884
161,4343.44,0.75896,0.42192,1.15913,0.99445,1,0.995,0.76691,0.84513,0.30826,1.14665,0.000294239,0.000294239,0.000294239
162,4370.09,0.75867,0.43362,1.1636,0.99363,1,0.995,0.77028,0.8109,0.31603,1.12484,0.000288628,0.000288628,0.000288628
163,4396.26,0.7558,0.41869,1.15891,0.99367,1,0.995,0.76977,0.82234,0.31392,1.12762,0.00028305,0.00028305,0.00028305
164,4422.18,0.75363,0.43196,1.15606,0.99197,1,0.995,0.76794,0.80214,0.31258,1.11025,0.000277508,0.000277508,0.000277508
165,4448.35,0.75444,0.44676,1.16831,0.99319,1,0.995,0.79749,0.74254,0.30441,1.08313,0.000272002,0.000272002,0.000272002
166,4474.93,0.74759,0.40673,1.16192,0.99345,1,0.995,0.76622,0.82371,0.32207,1.12065,0.000266532,0.000266532,0.000266532
167,4502.28,0.75476,0.43451,1.16256,0.99103,1,0.995,0.78706,0.76177,0.30404,1.0907,0.0002611,0.0002611,0.0002611
168,4528.27,0.72974,0.41667,1.14114,0.99458,1,0.995,0.79116,0.75999,0.29965,1.08816,0.000255707,0.000255707,0.000255707
169,4555.31,0.73987,0.41389,1.15357,0.99461,1,0.995,0.78984,0.78634,0.30841,1.10034,0.000250352,0.000250352,0.000250352
170,4581.76,0.7407,0.43976,1.14338,0.99326,1,0.995,0.77904,0.79781,0.31079,1.11116,0.000245039,0.000245039,0.000245039
171,4607.83,0.72939,0.42326,1.13805,0.99553,1,0.995,0.77492,0.79962,0.31236,1.11037,0.000239766,0.000239766,0.000239766
172,4633.94,0.73565,0.4022,1.14184,0.99541,1,0.995,0.76894,0.85118,0.31084,1.13475,0.000234535,0.000234535,0.000234535
173,4661.33,0.74889,0.42447,1.14065,0.99579,1,0.995,0.78968,0.78828,0.29387,1.10299,0.000229347,0.000229347,0.000229347
174,4688.43,0.74718,0.41466,1.14899,0.9957,1,0.995,0.79092,0.78231,0.29811,1.09657,0.000224202,0.000224202,0.000224202
175,4715.59,0.75373,0.42914,1.1517,0.99496,1,0.995,0.80074,0.71812,0.28941,1.06664,0.000219102,0.000219102,0.000219102
176,4741.71,0.70382,0.40629,1.13589,0.99421,1,0.995,0.80406,0.73197,0.29574,1.07043,0.000214046,0.000214046,0.000214046
177,4768.67,0.73074,0.41487,1.11819,0.99418,1,0.995,0.78963,0.77259,0.30134,1.09306,0.000209037,0.000209037,0.000209037
178,4800.88,0.73653,0.40669,1.14389,0.99552,1,0.995,0.79286,0.76489,0.3,1.09245,0.000204075,0.000204075,0.000204075
179,4827.27,0.73113,0.42518,1.14296,0.99461,1,0.995,0.78764,0.78051,0.30388,1.10169,0.000199159,0.000199159,0.000199159
180,4854.15,0.74202,0.42264,1.15404,0.99499,1,0.995,0.7984,0.74011,0.29595,1.07902,0.000194293,0.000194293,0.000194293
181,4880.18,0.7359,0.41558,1.14536,0.99463,1,0.995,0.8008,0.76462,0.29994,1.08993,0.000189475,0.000189475,0.000189475
182,4906.62,0.70858,0.39794,1.12713,0.99499,1,0.995,0.80412,0.75732,0.29759,1.08429,0.000184707,0.000184707,0.000184707
183,4933.89,0.71765,0.4111,1.14324,0.99389,1,0.995,0.80721,0.72969,0.29316,1.06671,0.00017999,0.00017999,0.00017999
184,4970.81,0.68257,0.39691,1.11659,0.99284,1,0.995,0.79216,0.76777,0.29911,1.09584,0.000175324,0.000175324,0.000175324
185,5002.51,0.71882,0.39746,1.13063,0.99341,1,0.995,0.80369,0.74218,0.2949,1.08242,0.00017071,0.00017071,0.00017071
186,5029.41,0.72122,0.40193,1.13971,0.99257,1,0.995,0.78726,0.79209,0.29764,1.11931,0.000166149,0.000166149,0.000166149
187,5056.26,0.71081,0.42008,1.13209,0.99013,1,0.995,0.80399,0.72574,0.28725,1.08876,0.000161642,0.000161642,0.000161642
188,5083.51,0.72628,0.42573,1.13942,0.99155,1,0.995,0.7897,0.77158,0.3025,1.10896,0.000157188,0.000157188,0.000157188
189,5109.6,0.73295,0.42631,1.1295,0.99491,1,0.995,0.79451,0.75006,0.29734,1.08937,0.00015279,0.00015279,0.00015279
190,5136.25,0.70455,0.41779,1.14129,0.99717,0.99988,0.995,0.79813,0.72763,0.2906,1.07966,0.000148447,0.000148447,0.000148447
191,5163.01,0.71774,0.39918,1.13749,0.99665,1,0.995,0.80713,0.71791,0.29139,1.07616,0.000144161,0.000144161,0.000144161
